Case_number,AER_form,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals_affected,Animals_treated,Animals_died,date,source_file,year
GB-DEBIAHP-2012UK00072,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=301978&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Unknown,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs), VANGUARD 7, VANGUARD 7 liofilizado y suspension para suspension inyectable para perros, VANGUARD 7 sospensione iniettabile per cani, VANGUARD 7, liofilizat i suspenzija za suspenziju za injekciju, za pse, VANGUARD 7, ΚΟΝΙΣ ΓΙΑ ΕΝΕΣΙΜΟ ΕΝΑΙΩΡΗΜΑ, VANGUARD 7., Vanguard 7, Vanguard 7 pó e solvente para suspensão injetável, Vanguard 7 λυοφιλοποιημένο υλικό και εναιώρημα για την παρασκευή ενέσιμου εναιωρήματος για  σκύλους από την ηλικία των 6 εβδομάδων","Ataxia, Unexplained death",1,1,1,2012-03-21T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00077,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=302618&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Terrier - Yorkshire,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Collapse NOS (see also Cardio-vascular and Neurological disorders), Inappetence, Lethargy (see also Central nervous system depression in Neurological), Renal failure, Vomiting",1,1,NA,2012-03-23T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00080,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=302616&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Crossbred Canine/dog,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Gastric ulcer, Haematemesis, Haematochezia, Increased borborygmus, Melaena, Vomiting",1,1,NA,2012-03-23T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00083,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=302617&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Retriever - Labrador,Metacam 1.5 mg/ml - Oral suspension (dogs),Tonic-clonic seizure,1,1,NA,2012-03-23T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00085,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=303341&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Collie - Border,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Acute renal failure, Anorexia, Dehydration, Elevated blood urea nitrogen (BUN), Elevated creatinine, Hyperphosphataemia, Vomiting",1,1,NA,2012-03-30T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00086,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=303160&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Terrier - Border,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Diarrhoea, Lethargy (see also Central nervous system depression in Neurological), Vomiting",1,1,NA,2012-03-30T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00090,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=304098&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,United Kingdom,MALE,Dog,Dog (other),"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Elevated liver enzymes NOS, Fluid in abdomen NOS, Lethargy (see also Central nervous system depression in Neurological), Neutrophilia, Small intestine ulcer, Vomiting",1,1,NA,2012-04-05T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00109,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=309560&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Terrier - Jack Russell,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Anorexia, Decreased urine concentration, Dehydration, Elevated renal parameters, Emesis, Hyperphosphataemia, Other abnormal test result NOS, Polydipsia, Weakness",1,1,NA,2012-05-10T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00115,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=320676&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Terrier - West Highland White,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Death, Dyspnoea, Heart failure",1,1,1,2012-07-30T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00127,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=309808&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Doberman Pinscher,"Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Gastric perforation, Gastric ulcer, Pale mucous membrane, Pancreatitis NOS, Peritonitis, Tachycardia",1,1,NA,2012-05-11T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00140,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=310477&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Crossbred Canine/dog,Metacam 1.5 mg/ml - Oral suspension (dogs),"Anaemia NOS, Anorexia, Lethargy (see also Central nervous system depression in Neurological), Pale mucous membrane",1,1,NA,2012-05-18T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00158,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=313806&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Shepherd Dog - German,Metacam 1.5 mg/ml - Oral suspension (dogs),"Ataxia, Collapse (see also Cardio-vascular and Systemic disorders), Death by euthanasia, Dyspnoea",1,1,1,2012-06-07T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00167,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=313804&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Spaniel - Springer English,Metacam 1 mg - Chewable tablet (dogs),"Death by euthanasia, Pale mucous membrane, Panting, Tachycardia, Weakness",1,1,1,2012-06-07T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00169,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=313803&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Terrier - Yorkshire,"Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs)","Sudden death, Vomiting",1,1,1,2012-06-07T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00173,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=313805&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Beagle,Metacam 1.5 mg/ml - Oral suspension (dogs),"Decreased appetite, Malaise, Vomiting",1,1,NA,2012-06-07T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00188,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=318574&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Spaniel - Cocker American,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Anorexia, Elevated liver enzymes NOS, Elevated total bilirubin, Haemorrhagic diarrhoea, Hypocalcaemic condition, Hypoproteinaemia, Lethargy (see also Central nervous system depression in Neurological)",1,1,NA,2012-07-11T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00195,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=318576&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Rottweiler,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Anorexia, Collapse NOS (see also Cardio-vascular and Neurological disorders), Haematochezia, Haemorrhagic diarrhoea, Sudden death, Vomiting",1,1,1,2012-07-11T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00196,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=318579&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Retriever - Labrador,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Anorexia, Elevated renal parameters, Polydipsia, Polyuria",1,1,NA,2012-07-11T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00199,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=326260&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Bichon Frise,"Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Acute renal failure, Death, Elevated liver enzymes NOS, Inappetence, Jaundice, Lethargy (see also Central nervous system depression in Neurological), Vomiting",1,1,1,2012-09-18T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00220,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=320677&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Retriever - Labrador,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Abdominal pain, Duodenal ulcer, Intestinal perforation, Peritonitis, Vomiting",1,1,NA,2012-07-30T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00225,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=320859&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Retriever - Labrador,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Blood in faeces, Collapse NOS (see also Cardio-vascular and Neurological disorders), Congested mucous membrane, Death by euthanasia, Haematemesis, Haematuria, Lethargy (see also Central nervous system depression in Neurological), Leukocytosis NOS, Pain NOS, Pyrexia, Thrombocytopenia",1,1,1,2012-08-01T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00227,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=320858&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Retriever - Labrador,"Metacam 1.5 mg/ml - Oral suspension (dogs), Noroclav 500 mg Palatable Tablets for Dogs","Death, Haemorrhagic gastroenteritis, Inappetence, Malaise",1,1,1,2012-08-01T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00230,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=321424&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,"Corgi - Welsh Cardigan, Dog (other)","Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs)","Anaemia NOS, Elevated renal parameters, Inappetence, Melaena, Off colour",2,2,NA,2012-08-08T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00236,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=322139&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Retriever - Labrador,"ANTIROBE Capsule da 150 mg per cani, Antirobe 150 mg Capsule, hard, Antirobe vet. 150 mg kapsel, hard til hund, Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)",Thrombocytopenia,1,1,NA,2012-08-15T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00241,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=322134&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Retriever - Labrador,"Metacam 1.5 mg/ml - Oral suspension (dogs), Onsior 20 mg  - Tablet (dogs)","Death by euthanasia, Gastric perforation, Gastric ulcer, Lethargy (see also Central nervous system depression in Neurological), Peritonitis, Vomiting",1,1,2,2012-08-15T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00247,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=322135&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Collie - Border,Metacam 1.5 mg/ml - Oral suspension (dogs),"Diarrhoea, Haematemesis, Haemorrhagic diarrhoea, Lethargy (see also Central nervous system depression in Neurological), Vomiting",1,1,NA,2012-08-15T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00248,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=322136&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Terrier - Manchester,Metacam 1.5 mg/ml - Oral suspension (dogs),"Abdominal pain, Blood dyscrasia NOS, Blood in vomit, Melaena, Vomiting",1,1,NA,2012-08-15T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00249,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=322137&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Retriever - Labrador,"Metacam 1 mg - Chewable tablet (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Elevated renal parameters, Emesis, Polydipsia, Polyuria",1,1,NA,2012-08-15T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00267,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=327096&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Chihuahua,"Clamoxyl LA 150 mg/ml injekčná suspenzia, Convenia 80 mg/ml  - Powder and solvent for solution for injection, Metacam 1.5 mg/ml - Oral suspension (dogs)","Anorexia, Death by euthanasia, Depression, Renal failure",1,1,1,2012-09-24T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00268,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=324235&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Spaniel - Springer Welsh,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Abdominal cavity haemorrhage, Abdominal pain, Blood and lymphatic system disorder NOS, Death, Diarrhoea, Digestive tract haemorrhage NOS, Elevated renal parameters, Emesis, Gastric perforation, Gastric ulcer, Inappetence, Increased heart rate, Lethargy (see also Central nervous system depression in Neurological), Leukocytosis NOS, Neutrophilia",1,1,1,2012-08-31T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00284,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=325565&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Schnauzer (unspecified),"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Blood in faeces, Death by euthanasia, Gastric perforation, Gastric ulcer, Melaena, Vomiting",1,1,1,2012-09-13T00:00:00Z,2012_eudra_metacam.csv,2012
